year,country,perc_cob,viv_ocup,viv_ocup_elec,deficit_viv,pob,hab_per_viv,rate_of_cov,pob_acceso,pob_no_acceso,perc_no_cob
1970,argentina,62.91,5716842.0,3596557.0,2120285.0,23662870.0,4.14,,14886312.0,8776558.0,37.09
1971,argentina,64.71,5821790.0,3767535.0,2054255.0,24027217.0,4.13,1.8,15549063.0,8478154.0,35.29
1972,argentina,66.49,5930102.0,3942828.0,1987274.0,24397174.0,4.11,1.78,16221283.0,8175891.0,33.51
1973,argentina,68.23,6041586.0,4122192.0,1919394.0,24772827.0,4.1,1.74,16902573.0,7870254.0,31.77
1974,argentina,69.94,6156075.0,4305357.0,1850718.0,25154264.0,4.09,1.71,17592067.0,7562197.0,30.06
1975,argentina,71.6,6273417.0,4492019.0,1781398.0,25541574.0,4.07,1.66,18288795.0,7252779.0,28.4
1976,argentina,73.23,6393485.0,4681849.0,1711636.0,25934848.0,4.06,1.63,18991683.0,6943165.0,26.77
1977,argentina,74.81,6516164.0,4874494.0,1641670.0,26334177.0,4.04,1.58,19699594.0,6634583.0,25.19
1978,argentina,76.33,6641361.0,5069574.0,1571787.0,26739655.0,4.03,1.52,20411277.0,6328378.0,23.67
1979,argentina,77.81,6768996.0,5266691.0,1502305.0,27151376.0,4.01,1.48,21125424.0,6025952.0,22.19
1980,argentina,79.22,6899004.0,5465428.0,1433576.0,27569437.0,4.0,1.41,21840656.0,5728781.0,20.78
1981,argentina,80.57,7031334.0,5665354.0,1365980.0,27993934.0,3.98,1.35,22555542.0,5438392.0,19.43
1982,argentina,81.88,7164063.0,5866029.0,1298034.0,28424968.0,3.97,1.31,23274738.0,5150230.0,18.12
1983,argentina,83.14,7297728.0,6067004.0,1230724.0,28862639.0,3.96,1.26,23995105.0,4867534.0,16.86
1984,argentina,84.33,7432817.0,6267829.0,1164988.0,29307048.0,3.94,1.19,24713586.0,4593462.0,15.67
1985,argentina,85.45,7569777.0,6468054.0,1101723.0,29758301.0,3.93,1.12,25427208.0,4331093.0,14.55
1986,argentina,86.49,7709011.0,6667235.0,1041776.0,30216501.0,3.92,1.04,26133120.0,4083381.0,13.51
1987,argentina,87.44,7850884.0,6864939.0,985945.0,30681757.0,3.91,0.95,26828621.0,3853136.0,12.56
1988,argentina,88.31,7995725.0,7060743.0,934982.0,31154176.0,3.9,0.87,27511155.0,3643021.0,11.69
1989,argentina,89.08,8143828.0,7254243.0,889585.0,31633870.0,3.88,0.77,28178368.0,3455502.0,10.92
1990,argentina,89.75,8295458.0,7445052.0,850406.0,32120949.0,3.87,0.67,28828081.0,3292868.0,10.25
1991,argentina,89.63,8515441.0,7632808.0,882633.0,32615528.0,3.83,-0.12,29234900.0,3380628.0,10.37
1992,argentina,90.6,8628201.0,7817173.0,811028.0,32962862.0,3.82,0.97,29864440.0,3098422.0,9.4
1993,argentina,91.48,8742454.0,7997835.0,744619.0,33313894.0,3.81,0.88,30476457.0,2837437.0,8.52
1994,argentina,92.28,8858220.0,8174513.0,683707.0,33668665.0,3.8,0.8,31070005.0,2598660.0,7.72
1995,argentina,93.0,8975519.0,8346954.0,628565.0,34027214.0,3.79,0.72,31644253.0,2382961.0,7.0
1996,argentina,93.63,9094371.0,8514936.0,579435.0,34389581.0,3.78,0.63,32198497.0,2191084.0,6.37
1997,argentina,94.18,9214798.0,8678268.0,536530.0,34755807.0,3.77,0.55,32732156.0,2023651.0,5.82
1998,argentina,94.64,9336818.0,8836788.0,500030.0,35125933.0,3.76,0.46,33244776.0,1881157.0,5.36
1999,argentina,95.03,9460455.0,8990367.0,470088.0,35500001.0,3.75,0.39,33736013.0,1763988.0,4.97
2000,argentina,95.27,9585728.0,9132143.0,453585.0,35878053.0,3.74,0.24,34180347.0,1697706.0,4.73
2001,argentina,94.43,9712661.0,9171622.0,541039.0,36260130.0,3.73,-0.84,34240277.0,2019853.0,5.57
2002,argentina,94.6,9879100.0,9345902.0,533198.0,36669682.0,3.71,0.17,34690534.0,1979148.0,5.4
2003,argentina,94.78,10048392.0,9523495.0,524897.0,37083861.0,3.69,0.18,35146715.0,1937146.0,5.22
2004,argentina,94.95,10220585.0,9704461.0,516124.0,37502717.0,3.67,0.17,35608887.0,1893830.0,5.05
2005,argentina,95.12,10395728.0,9888867.0,506861.0,37926304.0,3.65,0.17,36077144.0,1849160.0,4.88
2006,argentina,95.3,10573873.0,10076776.0,497097.0,38354676.0,3.63,0.18,36551553.0,1803123.0,4.7
2007,argentina,95.47,10755070.0,10268257.0,486813.0,38787886.0,3.61,0.17,37032207.0,1755679.0,4.53
2008,argentina,95.65,10939373.0,10463376.0,475997.0,39225989.0,3.59,0.18,37519177.0,1706812.0,4.35
2009,argentina,95.82,11126834.0,10662202.0,464632.0,39669040.0,3.57,0.17,38012549.0,1656491.0,4.18
2010,argentina,96.0,11317507.0,10864807.0,452700.0,40117096.0,3.54,0.18,38512413.0,1604683.0,4.0
2011,argentina,96.18,11553665.0,11112315.0,441350.0,40719000.0,3.52,0.18,39163534.0,1555466.0,3.82
2012,argentina,96.35,11719714.0,11291945.0,427769.0,41067000.0,3.5,0.17,39568056.0,1498944.0,3.65
2013,argentina,95.0,11739638.0,11152656.0,586982.0,41136814.0,3.5,-1.35,39079973.0,2056841.0,5.0
2014,argentina,98.79,11581152.0,11441020.0,140132.0,40581467.0,3.5,3.79,40090431.0,491036.0,1.21
2015,argentina,98.79,12404786.0,12254688.0,150098.0,43416750.0,3.5,0.0,42891407.0,525343.0,1.21
1970,barbados,53.06,57613.0,30570.0,27043.0,238746.0,4.14,,126681.0,112065.0,46.94
1971,barbados,55.38,58481.0,32389.0,26092.0,239746.0,4.1,2.32,132780.0,106966.0,44.62
1972,barbados,57.72,59351.0,34260.0,25091.0,240749.0,4.06,2.34,138971.0,101778.0,42.28
1973,barbados,60.07,60223.0,36177.0,24046.0,241757.0,4.01,2.35,145228.0,96529.0,39.93
1974,barbados,62.42,61099.0,38135.0,22964.0,242769.0,3.97,2.35,151525.0,91244.0,37.58
1975,barbados,64.75,61977.0,40129.0,21848.0,243785.0,3.93,2.33,157846.0,85939.0,35.25
1976,barbados,67.06,62857.0,42150.0,20707.0,244806.0,3.89,2.31,164159.0,80647.0,32.94
1977,barbados,69.33,63739.0,44193.0,19546.0,245831.0,3.86,2.27,170445.0,75386.0,30.67
1978,barbados,71.57,64621.0,46250.0,18371.0,246860.0,3.82,2.24,176681.0,70179.0,28.43
1979,barbados,73.77,65490.0,48313.0,17177.0,247893.0,3.79,2.2,182875.0,65018.0,26.23
1980,barbados,75.9,66370.0,50375.0,15995.0,248931.0,3.75,2.13,188939.0,59992.0,24.1
1981,barbados,77.95,67256.0,52428.0,14828.0,249973.0,3.72,2.05,194861.0,55112.0,22.05
1982,barbados,79.93,68143.0,54465.0,13678.0,251019.0,3.68,1.98,200633.0,50386.0,20.07
1983,barbados,81.82,69027.0,56479.0,12548.0,252070.0,3.65,1.89,206248.0,45822.0,18.18
1984,barbados,83.63,69907.0,58462.0,11445.0,253125.0,3.62,1.81,211684.0,41441.0,16.37
1985,barbados,85.35,70782.0,60409.0,10373.0,254185.0,3.59,1.72,216935.0,37250.0,14.65
1986,barbados,86.97,71651.0,62312.0,9339.0,255249.0,3.56,1.62,221980.0,33269.0,13.03
1987,barbados,88.49,72516.0,64168.0,8348.0,256318.0,3.53,1.52,226811.0,29507.0,11.51
1988,barbados,89.91,73376.0,65971.0,7405.0,257391.0,3.51,1.42,231415.0,25976.0,10.09
1989,barbados,91.22,74233.0,67716.0,6517.0,258468.0,3.48,1.31,235777.0,22691.0,8.78
1990,barbados,92.58,75211.0,69630.0,5581.0,259550.0,3.45,1.36,240290.0,19260.0,7.42
1991,barbados,92.94,75975.0,70615.0,5360.0,260460.0,3.43,0.36,242085.0,18375.0,7.05
1992,barbados,93.31,76746.0,71613.0,5133.0,261373.0,3.41,0.37,243892.0,17481.0,6.69
1993,barbados,93.68,77525.0,72626.0,4899.0,262289.0,3.38,0.37,245714.0,16575.0,6.32
1994,barbados,94.05,78312.0,73652.0,4660.0,263208.0,3.36,0.37,247546.0,15662.0,5.95
1995,barbados,94.42,79107.0,74694.0,4413.0,264131.0,3.34,0.37,249396.0,14735.0,5.58
1996,barbados,94.79,79910.0,75750.0,4160.0,265056.0,3.32,0.37,251258.0,13798.0,5.21
1997,barbados,95.17,80721.0,76821.0,3900.0,265985.0,3.3,0.38,253134.0,12851.0,4.83
1998,barbados,95.54,81541.0,77907.0,3634.0,266918.0,3.27,0.37,255022.0,11896.0,4.46
1999,barbados,95.92,82369.0,79009.0,3360.0,267853.0,3.25,0.38,256927.0,10926.0,4.08
2000,barbados,96.3,83205.0,80126.0,3079.0,268792.0,3.23,0.38,258845.0,9947.0,3.7
2001,barbados,96.66,83728.0,80932.0,2796.0,269321.0,3.22,0.36,260327.0,8994.0,3.34
2002,barbados,97.09,84378.0,81920.0,2458.0,269850.0,3.2,0.43,261989.0,7861.0,2.91
2003,barbados,97.47,85017.0,82864.0,2153.0,270381.0,3.18,0.38,263534.0,6847.0,2.53
2004,barbados,97.81,85644.0,83766.0,1878.0,270913.0,3.16,0.34,264972.0,5941.0,2.19
2005,barbados,98.11,86258.0,84627.0,1631.0,271445.0,3.15,0.3,266312.0,5133.0,1.89
2006,barbados,98.38,86856.0,85446.0,1410.0,271979.0,3.13,0.27,267564.0,4415.0,1.62
2007,barbados,98.61,87438.0,86225.0,1213.0,272514.0,3.12,0.23,268733.0,3781.0,1.39
2008,barbados,98.82,88004.0,86965.0,1039.0,273050.0,3.1,0.21,269826.0,3224.0,1.18
2009,barbados,98.99,88556.0,87665.0,891.0,273587.0,3.09,0.17,270834.0,2753.0,1.01
2010,barbados,99.14,89097.0,88328.0,769.0,274125.0,3.08,0.15,271759.0,2366.0,0.86
2011,barbados,99.29,89415.0,88781.0,634.0,274000.0,3.06,0.15,272057.0,1943.0,0.71
2012,barbados,99.5,90104.0,89654.0,450.0,275000.0,3.05,0.21,273627.0,1373.0,0.5
2013,barbados,99.5,90293.0,89842.0,451.0,275578.0,3.05,0.0,274200.0,1378.0,0.5
2014,barbados,99.5,90293.0,89842.0,451.0,275578.0,3.05,0.0,274200.0,1378.0,0.5
2015,barbados,99.8,93184.0,92997.0,186.0,284210.0,3.05,0.3,283642.0,568.0,0.2
1970,belice,32.53,18052.0,5872.0,12180.0,108697.0,6.02,,35357.0,73340.0,67.47
1971,belice,34.04,18695.0,6363.0,12332.0,111610.0,5.97,1.51,37987.0,73623.0,65.96
1972,belice,35.59,19361.0,6891.0,12470.0,114600.0,5.92,3.56,40789.0,73811.0,64.41
1973,belice,37.19,20050.0,7457.0,12593.0,117671.0,5.87,3.56,43764.0,73907.0,62.81
1974,belice,38.84,20764.0,8064.0,12700.0,120823.0,5.82,3.56,46923.0,73900.0,61.16
1975,belice,40.52,21503.0,8713.0,12790.0,124061.0,5.77,3.56,50269.0,73792.0,59.48
1976,belice,42.24,22269.0,9407.0,12862.0,127385.0,5.72,3.56,53811.0,73574.0,57.76
1977,belice,44.0,23062.0,10147.0,12915.0,130798.0,5.67,3.56,57550.0,73248.0,56.0
1978,belice,45.78,23883.0,10935.0,12948.0,134302.0,5.62,3.56,61491.0,72811.0,54.21
1979,belice,47.59,24733.0,11771.0,12962.0,137901.0,5.58,3.56,65630.0,72271.0,52.41
1980,belice,49.41,25618.0,12658.0,12960.0,141595.0,5.53,3.58,69963.0,71632.0,50.59
1981,belice,51.26,26527.0,13597.0,12930.0,145389.0,5.48,3.55,74522.0,70867.0,48.74
1982,belice,53.1,27470.0,14587.0,12883.0,149285.0,5.43,3.55,79273.0,70012.0,46.9
1983,belice,54.94,28448.0,15629.0,12819.0,153284.0,5.39,3.56,84212.0,69072.0,45.06
1984,belice,56.76,29462.0,16723.0,12739.0,157391.0,5.34,3.56,89337.0,68054.0,43.24
1985,belice,58.56,30512.0,17869.0,12643.0,161608.0,5.3,3.56,94644.0,66964.0,41.44
1986,belice,60.33,31600.0,19065.0,12535.0,165938.0,5.25,3.57,100114.0,65824.0,39.67
1987,belice,62.06,32727.0,20310.0,12417.0,170384.0,5.21,3.57,105738.0,64646.0,37.94
1988,belice,63.73,33893.0,21602.0,12291.0,174949.0,5.16,3.56,111505.0,63444.0,36.26
1989,belice,65.35,35100.0,22937.0,12163.0,179637.0,5.12,3.56,117388.0,62249.0,34.65
1990,belice,66.97,36308.0,24315.0,11993.0,184450.0,5.08,3.44,123524.0,60926.0,33.03
1991,belice,67.15,37658.0,25289.0,12369.0,189392.0,5.03,3.72,127185.0,62207.0,32.85
1992,belice,68.69,38992.0,26785.0,12207.0,194460.0,4.99,3.54,133582.0,60878.0,31.31
1993,belice,70.27,40373.0,28369.0,12004.0,199664.0,4.95,3.54,140298.0,59366.0,29.73
1994,belice,71.88,41803.0,30047.0,11756.0,205007.0,4.9,3.54,147354.0,57653.0,28.12
1995,belice,73.53,43283.0,31824.0,11459.0,210492.0,4.86,3.54,154765.0,55727.0,26.47
1996,belice,75.21,44816.0,33707.0,11109.0,216125.0,4.82,3.54,162552.0,53573.0,24.79
1997,belice,76.93,46403.0,35700.0,10703.0,221909.0,4.78,3.54,170725.0,51184.0,23.07
1998,belice,78.7,48047.0,37812.0,10235.0,227847.0,4.74,3.54,179311.0,48536.0,21.3
1999,belice,80.5,49749.0,40048.0,9701.0,233944.0,4.7,3.54,188325.0,45619.0,19.5
2000,belice,81.66,51945.0,42417.0,9528.0,240204.0,4.62,4.41,196145.0,44059.0,18.34
2001,belice,81.1,53022.0,42999.0,10023.0,246624.0,4.65,2.07,200003.0,46621.0,18.9
2002,belice,81.31,54739.0,44508.0,10231.0,253215.0,4.63,3.24,205888.0,47327.0,18.69
2003,belice,81.51,56468.0,46027.0,10441.0,259982.0,4.6,3.16,211911.0,48071.0,18.49
2004,belice,81.7,58201.0,47551.0,10650.0,266930.0,4.59,3.07,218085.0,48845.0,18.3
2005,belice,81.89,59927.0,49075.0,10852.0,274064.0,4.57,2.97,224435.0,49629.0,18.11
2006,belice,84.63,61637.0,52166.0,9471.0,281389.0,4.57,2.85,238151.0,43238.0,15.37
2007,belice,84.7,63322.0,53632.0,9690.0,288909.0,4.56,2.73,244698.0,44211.0,15.3
2008,belice,85.43,64978.0,55512.0,9466.0,296631.0,4.57,2.62,253418.0,43213.0,14.57
2009,belice,85.42,66602.0,56890.0,9712.0,304558.0,4.57,2.5,260147.0,44411.0,14.58
2010,belice,89.1,68201.0,58217.0,9984.0,312698.0,4.58,2.4,266922.0,45776.0,14.64
2011,belice,92.94,69280.0,64389.0,4891.0,318000.0,4.59,1.58,295550.0,22450.0,7.06
2012,belice,93.0,70328.0,65405.0,4923.0,324000.0,4.61,1.51,301320.0,22680.0,7.0
2013,belice,93.0,71392.0,66394.0,4997.0,328901.0,4.61,1.51,305878.0,23023.0,7.0
2014,belice,93.0,72472.0,67399.0,5073.0,333876.0,4.61,1.51,310505.0,23371.0,7.0
2015,belice,93.0,77937.0,72481.0,5456.0,359290.0,4.61,7.54,334140.0,25150.0,7.0
1970,bolivia,30.0,934261.0,280278.0,653983.0,4075546.0,4.36,,1222662.0,2852884.0,70.0
1971,bolivia,30.52,959966.0,293005.0,666961.0,4160625.0,4.33,0.52,1269924.0,2890701.0,69.48
1972,bolivia,31.05,986377.0,306309.0,680068.0,4247481.0,4.31,0.53,1319011.0,2928470.0,68.95
1973,bolivia,31.6,1013455.0,320218.0,693237.0,4336150.0,4.28,0.55,1370079.0,2966071.0,68.4
1974,bolivia,32.15,1041161.0,334759.0,706402.0,4426670.0,4.25,0.55,1423284.0,3003386.0,67.85
1975,bolivia,32.72,1069458.0,349959.0,719499.0,4519080.0,4.23,0.57,1478780.0,3040300.0,67.28
1976,bolivia,33.93,1078101.0,365850.0,712251.0,4613419.0,4.28,1.21,1565548.0,3047871.0,66.07
1977,bolivia,34.59,1105679.0,382462.0,723217.0,4709727.0,4.26,0.66,1629127.0,3080600.0,65.41
1978,bolivia,35.26,1133962.0,399829.0,734133.0,4808046.0,4.24,0.67,1695292.0,3112754.0,64.74
1979,bolivia,35.94,1162968.0,417984.0,744984.0,4908417.0,4.22,0.68,1764141.0,3144276.0,64.06
1980,bolivia,36.64,1192717.0,436963.0,755754.0,5010884.0,4.2,0.7,1835784.0,3175100.0,63.36
1981,bolivia,37.34,1223226.0,456805.0,766421.0,5115489.0,4.18,0.7,1910343.0,3205146.0,62.66
1982,bolivia,38.07,1254516.0,477547.0,776969.0,5222279.0,4.16,0.73,1987925.0,3234354.0,61.93
1983,bolivia,38.8,1286607.0,499231.0,787376.0,5331297.0,4.14,0.73,2068657.0,3262640.0,61.2
1984,bolivia,39.55,1319518.0,521900.0,797618.0,5442592.0,4.12,0.75,2152671.0,3289921.0,60.45
1985,bolivia,40.32,1353271.0,545598.0,807673.0,5556209.0,4.11,0.77,2240096.0,3316113.0,59.68
1986,bolivia,41.1,1387888.0,570373.0,817515.0,5672199.0,4.09,0.78,2331074.0,3341125.0,58.9
1987,bolivia,41.89,1423390.0,596272.0,827118.0,5790610.0,4.07,0.79,2425743.0,3364867.0,58.11
1988,bolivia,42.7,1459800.0,623347.0,836453.0,5911493.0,4.05,0.81,2524258.0,3387235.0,57.3
1989,bolivia,43.53,1497141.0,651651.0,845490.0,6034899.0,4.03,0.83,2626772.0,3408127.0,56.47
1990,bolivia,44.37,1535438.0,681241.0,854197.0,6160882.0,4.01,0.84,2733452.0,3427430.0,55.63
1991,bolivia,45.23,1574714.0,712175.0,862539.0,6289495.0,3.99,0.86,2844466.0,3445029.0,54.77
1992,bolivia,46.1,1614995.0,744513.0,870482.0,6420792.0,3.98,0.87,2959986.0,3460806.0,53.9
1993,bolivia,47.16,1666035.0,785666.0,880369.0,6604300.0,3.96,1.06,3114445.0,3489855.0,52.84
1994,bolivia,48.24,1718688.0,829093.0,889595.0,6793054.0,3.95,1.08,3276961.0,3516093.0,51.76
1995,bolivia,49.35,1773005.0,874921.0,898084.0,6987201.0,3.94,1.11,3447959.0,3539242.0,50.65
1996,bolivia,50.48,1829039.0,923283.0,905756.0,7186898.0,3.93,1.13,3627884.0,3559014.0,49.52
1997,bolivia,51.64,1886844.0,974317.0,912527.0,7392302.0,3.92,1.16,3817192.0,3575110.0,48.36
1998,bolivia,52.82,1946475.0,1028172.0,918303.0,7603576.0,3.91,1.18,4016380.0,3587196.0,47.18
1999,bolivia,54.03,2007991.0,1085004.0,922987.0,7820889.0,3.89,1.21,4225963.0,3594926.0,45.97
2000,bolivia,55.27,2071451.0,1144978.0,926473.0,8044413.0,3.88,1.24,4446485.0,3597928.0,44.73
2001,bolivia,56.54,2136917.0,1208267.0,928650.0,8274325.0,3.87,1.27,4678513.0,3595812.0,43.46
2002,bolivia,58.53,2178591.0,1275054.0,903537.0,8489599.0,3.9,1.99,4968669.0,3520930.0,41.47
2003,bolivia,60.58,2221077.0,1345532.0,875545.0,8710475.0,3.92,2.05,5276820.0,3433655.0,39.42
2004,bolivia,62.71,2264392.0,1419906.0,844486.0,8937096.0,3.95,2.13,5604081.0,3333015.0,37.29
2005,bolivia,64.91,2308552.0,1498392.0,810160.0,9169614.0,3.97,2.2,5951643.0,3217971.0,35.09
2006,bolivia,67.18,2353573.0,1581215.0,772358.0,9408182.0,4.0,2.27,6320755.0,3087427.0,32.82
2007,bolivia,69.54,2399472.0,1668617.0,730855.0,9652956.0,4.02,2.36,6712763.0,2940193.0,30.46
2008,bolivia,71.98,2446266.0,1760849.0,685417.0,9904098.0,4.05,2.44,7129078.0,2775020.0,28.02
2009,bolivia,74.51,2493972.0,1858180.0,635792.0,10161775.0,4.07,2.53,7571219.0,2590556.0,25.49
2010,bolivia,77.1,2542609.0,1960891.0,581718.0,10426155.0,4.1,2.59,8040778.0,2385377.0,22.88
2011,bolivia,79.78,2458925.0,1961730.0,497195.0,10147440.0,4.13,2.68,8095626.0,2051814.0,20.22
2012,bolivia,82.59,2481248.0,2049263.0,431985.0,10305000.0,4.15,2.81,8510901.0,1794099.0,17.41
2013,bolivia,82.59,2550971.0,2106847.0,444124.0,10594571.0,4.15,0.0,8750056.0,1844515.0,17.41
2014,bolivia,85.66,2550971.0,2185162.0,365809.0,10594571.0,4.15,3.07,9075309.0,1519261.0,14.34
2015,bolivia,88.0,2584265.0,2274153.0,310112.0,10724700.0,4.15,2.34,9437736.0,1286964.0,12.0
1970,brasil,47.55,17630700.0,8383970.0,9246730.0,93134846.0,5.28,,44288642.0,48846204.0,52.45
1971,brasil,49.32,18272628.0,9012234.0,9260394.0,95446435.0,5.22,1.77,47075090.0,48371345.0,50.68
1972,brasil,51.15,18937929.0,9687578.0,9250351.0,97815396.0,5.17,1.83,50036848.0,47778548.0,48.85
1973,brasil,53.06,19627453.0,10413530.0,9213923.0,100243155.0,5.11,1.91,53184950.0,47058205.0,46.94
1974,brasil,55.03,20342083.0,11193882.0,9148201.0,102731171.0,5.05,1.97,56531114.0,46200057.0,44.97
1975,brasil,57.07,21082732.0,12032711.0,9050021.0,105280938.0,4.99,2.04,60087806.0,45193132.0,42.93
1976,brasil,59.2,21850348.0,12934398.0,8915950.0,107893991.0,4.94,2.13,63868265.0,44025726.0,40.8
1977,brasil,61.4,22645912.0,13903655.0,8742257.0,110571898.0,4.88,2.2,67886580.0,42685318.0,38.6
1978,brasil,63.68,23470443.0,14945545.0,8524898.0,113316271.0,4.83,2.28,72157710.0,41158561.0,36.32
1979,brasil,66.05,24324994.0,16065509.0,8259485.0,116128759.0,4.77,2.37,76697557.0,39431202.0,33.95
1980,brasil,68.5,25210660.0,17269400.0,7941260.0,119011052.0,4.72,2.45,81523033.0,37488019.0,31.5
1981,brasil,70.0,25955949.0,18168437.0,7787512.0,121305219.0,4.67,1.5,84910254.0,36394965.0,30.0
1982,brasil,71.53,26723270.0,19114277.0,7608993.0,123643611.0,4.63,1.53,88438212.0,35205399.0,28.47
1983,brasil,73.09,27513275.0,20109357.0,7403918.0,126027080.0,4.58,1.56,92112754.0,33914326.0,26.91
1984,brasil,74.69,28326634.0,21156240.0,7170394.0,128456494.0,4.53,1.6,95939970.0,32516524.0,25.31
1985,brasil,76.32,29164039.0,22257624.0,6906415.0,130932740.0,4.49,1.63,99926204.0,31006536.0,23.68
1986,brasil,77.99,30026199.0,23416346.0,6609853.0,133456721.0,4.44,1.67,104078067.0,29378654.0,22.01
1987,brasil,79.69,30913846.0,24635389.0,6278457.0,136029356.0,4.4,1.7,108402432.0,27626924.0,20.31
1988,brasil,81.43,31827735.0,25917896.0,5909839.0,138651584.0,4.36,1.74,112906474.0,25745110.0,18.57
1989,brasil,83.21,32768640.0,27267169.0,5501471.0,141324361.0,4.31,1.78,117597655.0,23726706.0,16.79
1990,brasil,85.03,33737361.0,28686685.0,5050676.0,144048660.0,4.27,1.82,122483751.0,21564909.0,14.97
1991,brasil,86.89,34734720.0,30180100.0,4554620.0,146825475.0,4.23,1.86,127572858.0,19252617.0,13.11
1992,brasil,87.7,35730400.0,31336323.0,4394077.0,149216318.0,4.18,0.81,130865894.0,18350424.0,12.3
1993,brasil,88.52,36754622.0,32536842.0,4217780.0,151646093.0,4.13,0.82,134243932.0,17402161.0,11.48
1994,brasil,89.35,37808203.0,33783353.0,4024850.0,154115433.0,4.08,0.83,137709165.0,16406268.0,10.65
1995,brasil,90.19,38891986.0,35077619.0,3814367.0,156624983.0,4.03,0.84,141263845.0,15361138.0,9.81
1996,brasil,91.04,40006836.0,36421470.0,3585366.0,159175397.0,3.98,0.85,144910283.0,14265114.0,8.96
1997,brasil,91.89,41153643.0,37816805.0,3336838.0,161767341.0,3.93,0.85,148650849.0,13116492.0,8.11
1998,brasil,92.75,42333323.0,39265596.0,3067727.0,164401491.0,3.88,0.86,152487971.0,11913520.0,7.25
1999,brasil,93.62,43546819.0,40769891.0,2776928.0,167078535.0,3.84,0.87,156424139.0,10654396.0,6.38
2000,brasil,94.5,44795101.0,42331817.0,2463284.0,169799170.0,3.79,0.88,160461908.0,9337262.0,5.5
2001,brasil,94.92,45913589.0,43579115.0,2334474.0,171786797.0,3.74,0.42,163052306.0,8734491.0,5.08
2002,brasil,95.33,47060005.0,44863164.0,2196841.0,173797690.0,3.69,0.41,165684519.0,8113171.0,4.67
2003,brasil,95.75,48235045.0,46185048.0,2049997.0,175832123.0,3.65,0.42,168359230.0,7472893.0,4.25
2004,brasil,96.17,49439425.0,47545880.0,1893545.0,177890370.0,3.6,0.42,171077115.0,6813255.0,3.83
2005,brasil,96.59,50673877.0,48946809.0,1727068.0,179972710.0,3.55,0.42,173838877.0,6133833.0,3.41
2006,brasil,97.02,51939153.0,50389016.0,1550137.0,182079426.0,3.51,0.43,176645220.0,5434206.0,2.98
2007,brasil,97.44,53236020.0,51873718.0,1362302.0,184210802.0,3.46,0.42,179496874.0,4713928.0,2.56
2008,brasil,97.87,54565270.0,53402166.0,1163104.0,186367128.0,3.42,0.43,182394558.0,3972570.0,2.13
2009,brasil,98.3,55927709.0,54975649.0,952060.0,188548695.0,3.37,0.43,185339022.0,3209673.0,1.7
2010,brasil,98.73,57324167.0,56595495.0,728672.0,190755799.0,3.33,0.43,188331020.0,2424779.0,1.27
2011,brasil,98.73,59919486.0,59158509.0,760977.0,196812000.0,3.28,0.0,194312489.0,2499511.0,1.27
2012,brasil,99.11,60053589.0,59519112.0,534477.0,194700000.0,3.24,0.38,192967170.0,1732830.0,0.89
2013,brasil,99.14,60281793.0,59763369.0,518423.0,195439860.0,3.24,0.03,193759077.0,1680783.0,0.86
2014,brasil,99.2,60299877.0,59817478.0,482399.0,195498492.0,3.24,0.06,193934504.0,1563988.0,0.8
2015,brasil,99.3,64150472.0,63701419.0,449053.0,207847530.0,3.24,0.1,206392597.0,1454933.0,0.7
1970,chile,53.7,1567791.0,841946.0,725845.0,9358170.0,5.97,,5025589.0,4332581.0,46.3
1971,chile,55.77,1619824.0,903328.0,716496.0,9510465.0,5.87,2.07,5303705.0,4206760.0,44.23
1972,chile,57.86,1673290.0,968091.0,705199.0,9665239.0,5.78,2.09,5591876.0,4073363.0,42.14
1973,chile,59.96,1728226.0,1036262.0,691964.0,9822532.0,5.68,2.1,5889691.0,3932841.0,40.04
1974,chile,62.08,1784679.0,1107846.0,676833.0,9982384.0,5.59,2.12,6196601.0,3785783.0,37.92
1975,chile,64.19,1842697.0,1182821.0,659876.0,10144838.0,5.51,2.11,6511937.0,3632901.0,35.81
1976,chile,66.29,1902320.0,1261137.0,641183.0,10309935.0,5.42,2.1,6834939.0,3474996.0,33.71
1977,chile,68.38,1963585.0,1342713.0,620872.0,10477719.0,5.34,2.09,7164737.0,3312982.0,31.62
1978,chile,70.44,2026518.0,1427437.0,599081.0,10648234.0,5.25,2.06,7500394.0,3147840.0,29.56
1979,chile,72.46,2091143.0,1515165.0,575978.0,10821524.0,5.17,2.02,7840877.0,2980647.0,27.54
1980,chile,74.43,2157476.0,1605717.0,551759.0,10997634.0,5.1,1.97,8185068.0,2812566.0,25.57
1981,chile,76.35,2225117.0,1698882.0,526235.0,11176610.0,5.02,1.92,8533368.0,2643242.0,23.65
1982,chile,78.19,2294888.0,1794416.0,500472.0,11358499.0,4.95,1.84,8881424.0,2477075.0,21.81
1983,chile,79.95,2366642.0,1892045.0,474597.0,11543347.0,4.88,1.76,9228490.0,2314857.0,20.05
1984,chile,81.61,2440282.0,1991465.0,448817.0,11731204.0,4.81,1.66,9573599.0,2157605.0,18.39
1985,chile,83.17,2515751.0,2092351.0,423400.0,11922118.0,4.74,1.56,9915630.0,2006488.0,16.83
1986,chile,84.63,2593028.0,2194355.0,398673.0,12116139.0,4.67,1.46,10253306.0,1862833.0,15.37
1987,chile,85.97,2672123.0,2297113.0,375010.0,12313318.0,4.61,1.34,10585247.0,1728071.0,14.03
